Default Weights,Q121,Parents,Q127,Q128,Q129.1,NBA Fans,Q129.3,Q129.4,Q129.5,Q129.6,Q129.7,Q129.8,Version,Creatives,ProductAssociation_SmartSpeakers,ProductAssociation_SmartDisplays,ProductAssociation_Thermostats,ProductAssociation_SecurityCamera,ProductAssociation_Doorbells,ProductAssociation_SecuritySystems,ProductAssociation_Wifi,ProductAssociation_Smartphones,ProductAssociation_Noneoftheabove,ProductAssociation_IDK,Aided Awareness_GoogleNest,Aided Awareness_Amazon,Aided Awareness_Samsung,Aided Awareness_Apple,Aided Awareness_None,Consideration_GoogleNest,Consideration_Amazon,Consideration_Samsung,Consideration_Apple,Consideration_None,Purchase Intent,Perception_Easier,Perception_Helpful,Perception_ProductRange,Perception_Seamless,Perception_NotSeamless,Perception_None,CategoryConsideration_Speakers,CategoryConsideration_Displays,CategoryConsideration_Thermostats,CategoryConsideration_SecurityCameras,CategoryConsideration_Doorbells,CategoryConsideration_SecuritySystem,CategoryConsideration_Wifi,CategoryConsideration_Smartphones,CategoryConsideration_None,Enjoyment,Q166,Q167,Q168,Understanding,Relevance,Branding,Brand Appeal,Distinctiveness,Q175,Q176,Q177
0.714285731,26,0,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,3,3,3,3,3,2,2,2,Compact,Couldn’t hear it,Short
1.086956501,13,1,1,1,1,2,2,2,2,1,1,1,0,Control,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,,,,,,,,,,,,
0.632911384,30,0,1,1,1,1,1,1,1,1,1,2,0,Control,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,4,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,
1.086956501,13,0,1,1,2,2,2,2,1,2,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.961538434,2,0,1,1,1,1,2,1,1,1,1,1,2,Mini Xmas V2 :15s,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,3,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,0,0,0,0,1,1,0,0,To show you how it makes life easier. ,Nothing,It was funny when the tree fell
0.657894731,32,1,1,0,1,1,2,1,2,1,1,1,2,Mini Xmas V2 :15s,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1, To make life easier around the house,Nothing,Nothing
0.724637687,24,0,0,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,1,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,3,2,2,It was talking about Christmas ,Should have talked more about the product rather than the tree,The quality of the video
0.632911384,21,2,1,1,1,1,1,2,1,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
1,9,0,1,1,1,1,2,2,2,1,1,1,1,Mini Xmas V1 :06s,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,2,Voice control,Nothing I love Christmas music ,The music 
1.041666627,15,2,1,0,1,1,1,1,1,1,1,2,3,Hub Baby :06s,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,You can control anything connected to one tablet. ,Nothing to disike,It was a good ad
0.806451619,13,0,1,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,4,3,3,1,0,3,2,2,3,Can play music,No comment ,No comment
0.714285731,28,1,1,0,2,1,1,2,1,1,1,1,1,Mini Xmas V1 :06s,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,4,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,0,3,1,2,2,4,2,2,It only played 7 seconds,Too short,Too short
0.92592591,17,0,1,0,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,0,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,0,0,1,1,2,1,It can simplify my life,Implys Google can set up my tree,Short
0.625,21,1,1,1,1,1,1,2,1,1,1,1,3,Hub Baby :06s,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,You can control many things in your house from google hub ,Nothing,It was cute
0.943396211,4,0,1,0,1,1,1,2,1,1,2,1,3,Hub Baby :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Keep in touch with all the home,Nothing,Short and to the point
0.714285731,21,0,1,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,4,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,It makes life easier,Na,It was funny
0.833333313,23,2,0,0,2,1,2,2,1,2,1,1,0,Control,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,,,,,,,,,,,,
1.041666627,14,0,1,0,1,1,1,1,1,1,1,2,3,Hub Baby :06s,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,0,1,0,1,0,2,1,It's super convenient!,Nothing really,It was short n sweet
1.086956501,14,0,1,1,1,1,2,1,2,1,1,1,0,Control,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,,,,,,,,,,,,
0.625,32,2,1,0,1,1,1,1,1,1,1,2,3,Hub Baby :06s,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,2,1,Nothing more,Nothing,It made me feel safe
0.92592591,17,1,1,1,1,1,2,1,1,1,1,1,2,Mini Xmas V2 :15s,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,0,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,1,1,0,1,1,It’s helping not having to go behind the tree to turn on the lights. Simply talk to it and it does what you want ,Nothing ,That it turns on your Xmas lights 
0.943396211,3,0,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,2,2,1,2,That it’s family friendly ,I don’t have kids so it doesn’t really appeal to me ,It was cute 
0.806451619,12,2,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,4,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,0,1,1,0,0,1,1,1,It was short and sweet to the point,,It was short and sweet. Doesn’t give you unnecessary information 
0.724637687,24,1,0,0,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,3,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,3,1,1,1,0,1,0,0,0,Helping with convenience ,Nothing ,Nothing really. Just the product 
0.961538434,3,0,1,1,1,2,1,1,1,1,1,1,2,Mini Xmas V2 :15s,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,0,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,0,0,0,0,0,1,0,1,How easy and helpful it was,I wish they showed the product ,How festival and helpful it looks. 
0.943396211,10,0,1,1,1,1,1,2,1,1,1,1,3,Hub Baby :06s,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,3,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,0,0,1,1,1,1,2,1,People to find it cool and to buy it,It’s short,Mostly everything 
0.806451619,15,0,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,0,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,0,0,2,1,1,1,"It is easy to use for music, especially around the holidays ",Nothing ,The connection to the holidays 
0.714285731,18,0,1,1,2,1,2,2,1,1,1,1,1,Mini Xmas V1 :06s,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,1,3,1,2,Christmas gift,Plain,Christmas!
0.632911384,31,0,1,0,1,1,1,1,1,1,1,2,0,Control,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,3,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,,,,,,,,,,,,
0.625,18,2,1,0,1,1,1,1,1,1,1,2,3,Hub Baby :06s,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,2,2,1,You can view and swipe pictures,Didnt really say what the device does,The baby pic was cute and the woman talking was pleasant 
0.657894731,19,1,1,1,1,1,2,2,1,1,1,1,2,Mini Xmas V2 :15s,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,Fun unique ,Not enough options,The tree
0.632911384,24,1,1,0,1,2,2,2,1,2,1,1,0,Control,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,3,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,,,,,,,,,,,,
0.847457647,6,2,1,1,1,1,1,1,1,1,1,2,0,Control,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,
0.92592591,15,1,1,1,2,1,1,1,1,1,1,1,2,Mini Xmas V2 :15s,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,2,It’s shows you how the basics work,Nothing was wrong with the ad,The Christmas tree
1.851851821,14,2,0,0,2,1,1,2,1,1,1,1,0,Control,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
1.851851821,16,2,0,0,2,2,2,2,2,2,1,1,0,Control,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,0,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,,,,,,,,,,,,
0.943396211,5,0,1,0,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,3,3,3,1,3,4,3,2,,It didn't get to the point,Nothing
0.75757575,28,0,0,0,1,2,1,2,1,1,1,1,1,Mini Xmas V1 :06s,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,4,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,0,1,2,2,2,Makes like easier through technology ,None,Simple
1,3,2,1,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,2,2,3,0,1,2,2,3,No idea. ,Everything. ,Nothing. 
1.086956501,14,2,1,1,1,1,1,2,1,2,1,1,0,Control,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,4,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,,,,,,,,,,,,
2.173913002,12,2,0,1,2,1,2,2,1,1,1,1,1,Mini Xmas V1 :06s,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,0,0,0,0,1,That it’s for google nest,Nothing ,The voice was good
0.724637687,28,0,0,0,2,2,2,2,2,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,0,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,can save you time and be more convenient in certain siuations.,nothing to dislike.,the convenience and ease of use the product displayed.
0.657894731,29,1,1,0,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Make home life easier,Nothing,It was to the point
0.92592591,17,0,1,0,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,4,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,0,0,0,1,1,2,1,It makes your life much more easier during the holidays.,Nothing,Nothing
0.75757575,18,2,0,0,1,1,1,1,1,1,2,1,1,Mini Xmas V1 :06s,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,,Not very informative,Short enough 
0.657894731,25,2,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,0,0,1,0,0,1,2,2,,,
0.833333313,30,0,0,0,1,1,1,1,1,1,1,2,0,Control,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
1.086956501,17,2,1,0,1,2,1,1,1,2,1,1,0,Control,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,,,,,,,,,,,,
0.943396211,7,0,1,1,1,2,2,2,1,2,1,1,3,Hub Baby :06s,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,Promote it,Nothing,Interesting 
0.657894731,20,0,1,0,1,1,1,2,1,1,1,1,2,Mini Xmas V2 :15s,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,0,0,1,2,1,Well it was a pretty short clip,Too short of a clip..should be much longer,Well it was quite to the point
0.833333313,25,1,0,1,2,2,1,2,1,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,0,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,,,,,,,,,,,,
0.961538434,5,0,1,1,1,1,2,1,1,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,4,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,0,0,2,1,0,1,The main idea of the smart home technology ad was it makes life easier ,Nothing I liked it very much p,"It wasn’t to long, held my attention "
0.632911384,22,1,1,1,1,1,1,1,1,1,1,2,0,Control,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,
0.92592591,14,1,1,1,1,1,1,1,1,1,1,2,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,2,It left me more confused for relevance - wondering what else it works for because Christmas is only one short time of the year  ,Not informative or easy to understand,Nothing
0.625,28,2,1,1,1,2,1,2,1,1,1,1,3,Hub Baby :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,3,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,It’s customizable.,Nothing,The baby picture.
1.041666627,16,2,1,1,1,1,2,2,1,1,1,1,3,Hub Baby :06s,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,0,1,1,2,1,1,It was making it relatable and showing that it can be used in everyday life,It didn’t tell you a lot about other uses or features of the product,That I could picture myself being the one using it
0.714285731,32,0,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,3,2,2,2,0,0,1,2,3,You can ask it to do anything,It was very loud plus I find Xmas music irritating,That it was short
1.086956501,17,0,1,0,1,1,1,1,2,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,4,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,,,,,,,,,,,,
0.806451619,13,0,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,Makes your life easier ,Nothing ,Everything 
0.714285731,22,2,1,1,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,0,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,0,1,0,1,0,1,1,,,
1.041666627,11,2,1,1,1,1,1,2,1,1,1,1,3,Hub Baby :06s,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,3,2,3,3,2,3,A baby photo,It makes no sense,Cute bb
0.806451619,30,1,0,0,2,2,1,2,1,1,1,1,3,Hub Baby :06s,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,It's helpful,None,Google
0.75757575,25,1,0,1,1,1,1,1,1,2,1,1,1,Mini Xmas V1 :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,Seamless initiation of playlist from voice,Nothing,Cheerfull
0.625,26,2,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,4,2,2,You can connect with family,"Not a lot of detail, not sure what they were selling really",The cute baby
0.806451619,13,0,1,1,1,1,2,2,1,1,1,1,1,Mini Xmas V1 :06s,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,0,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,2,2,You can ask it questions ,Nothing,How it is seasonal
1.086956501,13,0,1,1,1,2,1,2,2,1,1,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,0,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,,,,,,,,,,,,
1.041666627,14,0,1,1,1,1,1,1,1,1,1,2,3,Hub Baby :06s,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,0,0,2,3,4,2,2,Not sure,,Quick 
1.086956501,14,0,1,1,2,2,2,2,1,2,1,1,0,Control,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,3,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,,,,,,,,,,,,
0.657894731,32,0,1,1,1,1,2,2,1,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,0,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,0,0,1,0,0,You like Christmas ,Nothing,Christmas tree. Say Christmas as well people are  against the #cancelculture movement. It will help sell your product. 
0.806451619,20,0,0,1,2,2,2,2,2,2,2,1,3,Hub Baby :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,2,3,1,0,1,1,2,3,N/a,Boring,It was short
2.631578922,6,1,0,1,1,1,1,1,1,2,1,1,2,Mini Xmas V2 :15s,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,Good,,Heheh
0.806451619,14,1,1,1,2,1,1,1,1,1,1,1,1,Mini Xmas V1 :06s,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,4,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,2,2,2,2,The Nest can play music playlists easily,There was not a whole lot of information relayed,It’s fun and festive 
0.833333313,25,1,0,0,1,2,2,2,1,1,1,1,0,Control,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,
0.806451619,13,0,1,1,2,2,2,2,1,2,1,1,1,Mini Xmas V1 :06s,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,3,1,0,1,0,1,2,That you can use your voice to get things done. ,It is not very unique. There are too many Christmas ads. ,Short and to the point. 
0.961538434,2,2,1,1,2,2,2,2,1,1,1,1,2,Mini Xmas V2 :15s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,0,1,0,0,0,0,1,2,Convienant,Nothing really,The realness
0.714285731,21,2,1,0,1,1,1,1,1,1,1,2,1,Mini Xmas V1 :06s,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,2,2,0,3,2,Nothing,Shrt and unclear,Nothing
0.833333313,26,0,0,1,1,2,1,1,1,1,1,1,0,Control,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,
0.847457647,10,0,1,1,2,2,2,2,2,2,2,1,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,
0.847457647,5,0,1,0,1,1,1,1,1,1,1,2,0,Control,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,
1.041666627,16,0,1,1,1,2,1,2,1,1,1,1,3,Hub Baby :06s,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,0,3,1,2,3,2,2,Getting you to remember the brand,Voice is annoying,It was quick  
0.806451619,16,2,1,1,1,1,1,2,1,1,1,1,1,Mini Xmas V1 :06s,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,4,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,1,1,1,1,Family friendly ,Abrupt ending ,Fast and pleasant 
0.806451619,18,0,0,1,2,2,1,2,1,2,1,1,3,Hub Baby :06s,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,0,2,2,1,the ease of access ,Nothing it’s a good ad ,No real feelings for it it’s a good ad 
0.714285731,23,1,1,1,1,2,1,1,1,1,1,1,1,Mini Xmas V1 :06s,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,1,0,1,It’s useful, Othing,Visual appeal
0.847457647,3,0,1,1,1,1,1,2,1,1,1,1,0,Control,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,,,,,,,,,,,,
1.041666627,12,2,1,0,1,1,1,1,2,1,1,1,3,Hub Baby :06s,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,Babies like it,Its an ad,It was short
0.961538434,6,0,1,1,1,1,2,2,2,1,1,1,2,Mini Xmas V2 :15s,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,3,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,0,0,1,0,1,0,0,0,Plugging in the christmas tree easier,nothing,"colourful, infornative"
1.724137902,1,0,0,1,1,1,1,1,1,1,1,2,0,Control,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,0,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,
0.714285731,32,1,1,1,1,1,1,2,1,1,1,1,1,Mini Xmas V1 :06s,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,2,1,1,2,Great gift for Christmas ,Too white ,Simplicity 
0.714285731,30,0,1,1,1,1,1,1,2,1,1,1,1,Mini Xmas V1 :06s,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,1,0,1,1,2,2,Voice commands to interact with Nest ,Nothing much comes to mind,"It's short, says what it needs to efficiently and is not loud and obnoxious."
